tick_space,amount_WHYPE,amount_USD₮0
-887270→-667780,-7.65069419478726e+16,1.311920143972087e-05
-667780→-414490,-20937973.064542476,6.620871693009625e-05
-414490→-317650,-1108.6617647235005,0.140402819387751
-317650→-317420,-3.051021387361649,0.049518204999985514
-317420→-316830,-0.6082311861280901,0.010284744546009618
-316830→-312540,-21.088949543421883,0.45513719455681184
-312540→-312310,-2.3631351476271862,0.06393248505927011
-312310→-311720,-0.471098793268443,0.013278536187375253
-311720→-278550,-68.49915027666006,10.441810981080321
-278550→-273440,-1.4514553980497387,1.500004000002068
-273440→-269390,-0.914009129505512,1.4932625863236586
-269390→-262460,-33.53472062262782,94.8628335527242
-262460→-260220,-0.06359946005592657,0.28455675085777027
-260220→-258200,-22.520897468188206,124.68128161273164
-258200→-253290,-0.11237745624307269,0.8797722839965666
-253290→-253240,-0.9328155336519355,9.358074426919401
-253240→-252340,-0.035063651865094844,0.3688721164865983
-252340→-247660,-32.12383021809174,446.69192970210105
-247660→-247510,-0.04588712951109458,0.8123600338608785
-247510→-247390,-0.08196556040499449,1.4707936726431863
-247390→-247250,-2.2775343501134424,41.402905764337206
-247250→-247040,-0.32081925432992237,5.935073270608609
-247040→-247020,-0.011029865383869629,0.20640965533563127
-247020→-246940,-0.0015467963650753812,0.029091378662682472
-246940→-246870,-0.0006726978683457221,0.01274700798058873
-246870→-246860,-0.002485515820106474,0.0472870072754024
-246860→-246320,-0.10540643289149847,2.061270153430223
-246320→-246190,-0.003015312785386043,0.060974508094013315
-246190→-246010,-3.451848942192398e-05,0.0007089228034090831
-246010→-246000,-0.00038519633097169865,0.007986470598462664
-246000→-245630,-0.05449080389578581,1.1514554853822419
-245630→-245570,-3.380587835639188e-05,0.0007298826277474061
-245570→-245530,-0.006868949120434295,0.14904673465419632
-245530→-245450,-0.00038522849249571055,0.008409229480708033
-245450→-245410,-1.0409437759525879e-05,0.00022859709777757974
-245410→-245320,-0.0014761738723759847,0.03262899721383525
-245320→-245300,-0.005901785788271533,0.1311710983478326
-245300→-245230,-0.00047376128830560444,0.010577146297052281
-245230→-245070,-0.06685842669451668,1.5099383989726212
-245070→-244970,-0.0007625429465730354,0.01744668545879477
-244970→-244760,-0.023129177821637086,0.5374524489152449
-244760→-244670,-0.0020062204555985237,0.047323035763476705
-244670→-244660,-0.00726793476274298,0.17229644899989813
-244660→-244630,-0.01643576742380424,0.39041261221536266
-244630→-244580,-5.063269327319311e-05,0.0012075412412329426
-244580→-244540,-0.14994631073828782,3.5922036959128203
-244540→-244130,-15.64496570354483,383.3283353717873
-244130→-244120,-0.2781909127179321,6.960797109187266
-244120→-244090,-0.10014801879360491,2.5108857017238346
-244090→-244020,-0.00022444209515638962,0.005655360047864142
-244020→-244000,-0.2912107901488304,7.37085105666502
-244000→-243880,-0.011793987708305085,0.30061507326868925
-243880→-243840,-0.02525036803716928,0.6487718188123829
-243840→-243740,-0.08707109701808952,2.252880675873753
-243740→-243670,-0.20813307730867264,5.431210029198201
-243670→-243640,-0.005916457051052725,0.1551631444705781
-243640→-243630,-0.0004111278039440625,0.010803693381138716
-243630→-243610,-0.0005312589995268504,0.013981478873162836
-243610→-243590,-0.027161195992599405,0.7162493578842226
-243590→-243570,-2.467230572982721e-06,6.519190017870018e-05
-243570→-243560,-0.0032280107600918154,0.0854221080292806
-243560→-243530,-0.0010185674835929911,0.02700807707162724
-243530→-243510,-0.00018181768748839333,0.0048330987432826855
-243510→-243490,-0.01694133657009577,0.4512380923360272
-243490→-243480,-2.2855485721984497e-10,6.096771920063047e-09
-243480→-243410,-0.014224106311067668,0.3809531541557237
-243410→-243380,-0.09410584525451972,2.532996256082892
-243380→-243370,-0.0019305466728056888,0.05206750880194537
-243370→-243360,-0.04963035278423213,1.3398868615157715
-243360→-243350,-1.3168464041488916,35.586900271102145
-243350→-243320,-0.007761749525013532,0.21017604159681275
-243320→-243270,-0.05298441524342271,1.4404852689661196
-243270→-243260,-0.0035398498193913463,0.09652689384328253
-243260→-243240,-0.07737653818709127,2.113120185965143
-243240→-243200,-0.008822233745178527,0.2416552761512471
-243200→-243190,-0.003079258083847916,0.08455698586277469
-243190→-243180,-0.002043858162306657,0.056180866072791616
-243180→-243160,-0.22256989862296822,6.127107686284163
-243160→-243140,-0.014953830938695347,0.4124868398935556
-243140→-243100,-0.11071833410445134,3.063232716585791
-243100→-243070,-0.008512996265488603,0.23635394019724912
-243070→-243060,-4.2257876385348744e-05,0.0011755919884558683
-243060→-243040,-0.005946793186670904,0.16568500060871988
-243040→-243000,-0.004625801201707142,0.1292677356486506
-243000→-242980,-0.9719384922798783,27.2423631067873
-242980→-242950,-0.007999106070966018,0.22476730212420531
-242950→-242930,-0.09352917791369936,2.6346593819786968
-242930→-242920,-0.0002644764287851389,0.007461321267830988
-242920→-242900,-0.0023124711708097604,0.06533659603437626
-242900→-242890,-0.009152474531571387,0.2589823190896505
-242890→-242870,-0.055848266414813386,1.5826784622112637
-242870→-242850,-0.0006535023787719291,0.018556613141542853
-242850→-242840,-0.0011267744023783755,0.0320434982366744
-242840→-242810,-0.0643166511318508,1.8327149355596284
-242810→-242800,-0.07679831826194565,2.1927632869074545
-242800→-242760,-0.008987438352856168,0.25725371062925195
-242760→-242750,-0.0004214853077411668,0.012094665054538465
-242750→-242730,-0.009532394305545672,0.2739459050061522
-242730→-242720,-0.022967554463249718,0.6610418853647717
-242720→-242710,-0.028074090483673438,0.8088243019537477
-242710→-242690,-0.13988032950660054,4.036050133057334
-242690→-242680,-0.0001988212253791253,0.005745317855418269
-242680→-242650,-0.03569212354167265,1.0334566107420704
-242650→-242640,-0.005383251674998339,0.156182758784104
-242640→-242630,-0.07573747789770958,2.199548371305769
-242630→-242620,-2.735063482687131e-05,0.0007951047761591944
-242620→-242610,-0.8883978935066558,25.85227363429483
-242610→-242570,-0.08637634342801176,2.5198327782756893
-242570→-242560,-0.007400248786471187,0.21642573853400804
-242560→-242550,-0.03254151155143259,0.9526526559763904
-242550→-242540,-0.052669674303599735,1.543447160579496
-242540→-242510,-0.3229125681485114,9.481665446495644
-242510→-242500,-1.0790455984366436,31.74738962392436
-242500→-242460,-0.02201594107051903,0.649368414291909
-242460→-242430,-0.032843641778915585,0.9721318400420813
-242430→-242410,-0.04345410890804392,1.2894080921030708
-242410→-242400,-0.0003278223380000929,0.009742030735744976
-242400→-242370,-0.251368011092573,7.484960391581777
-242370→-242360,-0.07898763150582207,2.356715372208177
-242360→-242350,-0.022612950670727584,0.6753665569670387
-242350→-242340,-0.00014196871897550039,0.004244331065499941
-242340→-242320,-0.24805079552298598,7.426917882644621
-242320→-242310,-0.01887521824230095,0.5659934285158436
-242310→-242300,-2.547989428532293,76.48060268004386
-242300→-242290,-0.13229191545517077,3.9748546952064574
-242290→-242250,-0.024918289774787293,0.7505711485592335
-242250→-242230,-0.04049629663264976,1.223465596973089
-242230→-242210,-2.1518114111224115e-10,6.514021754006366e-09
-242210→-242200,-0.00863485818172314,0.2617891340943946
-242200→-242190,-7.515544384111487,228.0820586254365
-242190→-242180,-0.03189676001869379,0.9689726611540284
-242180→-242170,-0.01138785138788992,0.34629085026814277
-242170→-242150,-0.009069474082957068,0.2762057650307225
-242150→-242100,-1.2548311671376355,38.34916274321318
-242100→-242080,-0.012526584425489592,0.38416979342932583
-242080→-242010,-0.027869203774771815,0.8585573941419944
-242010→-242000,-0.007251604326238594,0.22429312519973113
-242000→-241980,-0.004924352117097632,0.15253951868832075
-241980→-241940,-0.24310338315750146,7.55313232161877
-241940→-241930,-0.0013742368214736042,0.042803901218190755
-241930→-241910,-0.14064758623150775,4.387382156784029
-241910→-241890,-0.48324651104914274,15.104642616630615
-241890→-241880,-0.0003047684540536814,0.00954032452888017
-241880→-241860,-0.042817292277252304,1.342343748929459
-241860→-241830,-0.0084960247859968,0.2670213565259632
-241830→-241820,-0.6328437153312215,19.929446822050004
-241820→-241750,-0.021242591231738737,0.6716505208605363
-241750→-241740,-0.04092750425283198,1.2992365127176662
-241740→-241730,-0.9981102879316308,31.716536801715247
-241730→-241670,-0.36732674164444185,11.713312465752932
-241670→-241660,-0.004825757158004338,0.1544232187516413
-241660→-241650,-0.2865374206439335,9.17831073676882
-241650→-241640,-0.011292619486123106,0.3620848692884027
-241640→-241630,-0.6494438990245314,20.84450549620664
-241630→-241610,-0.003658620564384574,0.11760309072460035
-241610→-241600,-0.006406232684097534,0.20623172882323604
-241600→-241570,-0.5472518575689791,17.652595249364154
-241570→-241560,-0.14022352868200735,4.532217636649677
-241560→-241540,-0.008629713085419845,0.2793428956255782
-241540→-241530,-0.6513820978773185,21.116819198703126
-241530→-241520,-9.213527722297556e-05,0.0029898741108072197
-241520→-241470,-0.016435691452044432,0.5349556191485018
-241470→-241450,-0.002630002858691438,0.08590252889923873
-241450→-241420,-1.8908614371275225,61.91489139277316
-241420→-241380,-1.5032069420660679,49.39399325482799
-241380→-241370,-0.3098245376652672,10.206030399229196
-241370→-241360,-0.3301376112207986,10.886049996533133
-241360→-241350,-5.7785869552501286,190.73537417639412
-241350→-241340,-1.7076847987907149,56.422402934830416
-241340→-241330,-0.00010959647787347403,0.0036247222668012425
-241330→-241320,-0.008200355025776289,0.27148451687274117
-241320→-241310,-0.0008933114013482412,0.029603943100791726
-241310→-241300,-0.003009659778606286,0.09983857208756343
-241300→-241290,-0.00020303766269246925,0.0067420479158992914
-241290→-241260,-0.16466871105306333,5.478918761927265
-241260→-241250,-0.06924264078782674,2.3084790799605663
