tickLower,tickUpper,amount_WHYPE,amount_USD₮0,liquidityGross
-240670,-240660,-0.08532401982349286,3.0174891819965324,1014869544450333
-240660,-240650,-1.7207381363396208,60.91489088393115,20477212268878173
-240650,-240640,-0.07002415380134464,2.4813660088996192,833721601315517
-240640,-240630,-0.010738905518959275,0.3809230505339436,127923502727668
-240630,-240620,-0.4089542829605571,14.520656965626385,4873962891618829
-240620,-240610,-0.015950384484700986,0.5669136760412478,190193534808609
-240610,-240600,-0.04093887211901446,1.4565182276012314,488402191180997
-240600,-240590,-0.003120192532688354,0.11112089134210738,37242622910562
-240590,-240580,-0.11947439475674712,4.259154900149473,1426759727058250
-240580,-240570,-0.04657666281467776,1.6620773729739788,556495308970039
-240570,-240560,-0.07521242903819617,2.6866231725136407,899083216213511
-240560,-240530,-0.012250646445668556,0.4384748552088436,48863240370215
-240530,-240520,-0.06506005522325536,2.3332896799748455,779279494893720
-240520,-240510,-0.07618264911592637,2.7349196763723467,912960584562108
-240510,-240500,-0.00825027470023287,0.2964771226820318,98919406737213
-240500,-240490,-0.08508244906630572,3.06053276543334,1020634425610296
-240490,-240480,-0.07097762833242714,2.5557172677432263,851861224847751
-240480,-240460,-0.18703293987301767,6.7446719819949035,1123210520242415
-240460,-240450,-0.02962048897211825,1.0697600261357383,356033611361274
-240450,-240440,-0.0017832836856709877,0.06446869085374897,21445508521203
-240440,-240430,-0.3149169006117496,11.396163096331689,3789038492189336
-240430,-240420,-0.013180866325381098,0.4774643120722089,158669751194397
-240420,-240410,-0.014804591986483297,0.5368187492187434,178305099559018
-240410,-240400,-0.01854272766704357,0.6730372878112175,223438536360831
-240400,-240370,-0.9196194363421016,33.44584655617813,3697477852785971
-240370,-240360,-1.5463124054134594e-05,0.0005635076768608881,186702547357
-240360,-240340,-0.08626813558796699,3.148505224583446,521193644217972
-240340,-240310,-0.0017503168600777827,0.06404074332603371,7058573384694
-240310,-240290,-0.25671658560400984,9.416278562661164,1554849321883885
-240290,-240270,-0.2272343213965453,8.351564568510295,1377661688140742
-240270,-240240,-0.01424262198946449,0.5247706596354,57638166954417
-240240,-240230,-0.10898072592071327,4.023442872541832,1324419214528408
-240230,-240220,-0.05201194996173258,1.9221423687129202,632406097815839
-240220,-240210,-0.8269962232787157,30.592869536562986,10060361241775659
-240210,-240200,-0.09644193765078515,3.5712223308121915,1173797318172313
-240200,-240190,-0.008763729460059684,0.32484351129753763,106716920439008
-240190,-240180,-0.020988163169042836,0.7787426104490963,255703039368774
-240180,-240150,-0.018107524428680785,0.6732046886818555,73609441053186
-240150,-240140,-0.042455202897456946,1.5815667228382384,518275792776994
-240140,-240130,-0.0013359706246583668,0.04981817106165929,16317140355200
-240130,-240100,-0.0008190985694483687,0.030605225487502642,3338076532284
-240100,-240090,-0.0007554251050340029,0.02828260286149661,9245003915371
-240090,-240080,-0.001900967643514611,0.0712421404435183,23275957039800
-240080,-240070,-0.023885303269714716,0.8960397311127539,292604309670063
-240070,-240060,-0.9756587420876147,36.63774370128008,11958178592260702
-240060,-240050,-1.1383334372501235,42.7892373235402,13958981261913392
-240050,-240030,-0.153660410632104,5.7846681707765,942848503529977
-240030,-240020,-0.004031967303805922,0.15201445005668637,49516808128388
-240020,-240000,-0.8775042490206211,33.13359109425149,5392380926691097
-240000,-239990,-2.3870013534733703,90.26582474833197,29358895619685856
-239990,-239970,-0.02171837637682844,0.8225256567478434,133662660123386
-239970,-239960,-0.003846546135384935,0.14589635887538466,47381565355422
-239960,-239950,-4.360434615888162e-05,0.0016555319214852642,537384794636
-239950,-239940,-1.013454035169501,38.51643734734895,12496166057349427
-239940,-239930,-1.1530784782132506,43.866722994657835,14224884022118610
-239930,-239890,-0.017623327352989153,0.6721247937074586,54420253193567
-239890,-239880,-0.7602017949750521,29.06541849775119,9401657817668252
-239880,-239870,-0.5021316611726836,19.21761853990275,6213127877549823
-239870,-239860,-0.057782152457587915,2.2136550739342855,715325222225529
-239860,-239840,-2.321667314083921e-05,0.0008907742037146155,143815436950
-239840,-239820,-0.05919976151709659,2.2759155715298895,367079175816378
-239820,-239780,-1.3329483347711752,51.3987224882468,4138800247477027
-239780,-239760,-0.051789248520991815,2.0030022444842395,322093691133142
-239760,-239740,-0.01458934887956212,0.5653876034256853,90826544477618
-239740,-239720,-0.6562855213723571,25.484243195922215,4089817960104697
-239720,-239700,-0.10780325699419215,4.194491758110102,672476805281907
-239700,-239690,-0.05872495470301517,2.2883453258538347,733202321915494
-239690,-239680,-0.28948083724331486,11.291534484411462,3616080562831776
-239680,-239660,-0.21584189747127994,8.431800153748476,1349117336525541
-239660,-239650,-0.01912333236784056,0.7481687023981701,239239705942811
-239650,-239640,-1.5792906622625988,61.84894611675195,19767369968287366
-239640,-239620,-0.02574482672576377,1.0097447843407454,161239889406771
-239620,-239610,-0.003033960087049096,0.11917438453301786,38031906387823
-239610,-239600,-0.07778613821305823,3.0585074187907098,975568074495684
-239600,-239590,-0.009626254919944356,0.37887762510587414,120789689080632
-239590,-239570,-0.7475486169888664,29.46676445842822,4693616940552795
-239570,-239560,-4.304214548095089e-05,0.001699175859944533,540901050900
-239560,-239550,-0.05645471261665827,2.2308937774513242,709808591134707
-239550,-239540,-0.004515977110355753,0.17863423560620495,56808054844413
-239540,-239530,-0.0004057749442199581,0.016066913790731333,5106937584086
-239530,-239510,-0.22153605708432214,8.785026334365748,1395132450681841
-239510,-239500,-0.0395354565303389,1.5701343439184452,498325935335808
-239500,-239490,-0.03460986924427606,1.3758918125067492,436459375962212
-239490,-239480,-0.16442670604114948,6.54321148085983,2074595167334911
-239480,-239470,-4.5119536702822405,179.7287297411661,56956431712751986
-239470,-239460,-1.0917945475013142,43.5339493016638,13789108824143631
-239460,-239450,-0.00016961256397021165,0.006769856110862407,2143238162196
-239450,-239440,-0.00032325557288841194,0.012915217145288243,4086726477450
-239440,-239430,-0.033927862976800845,1.3568957115126472,429144145995123
-239430,-239420,-10.152166396056835,406.4273864357281,128476160969009394
-239420,-239410,-0.09709363583043483,3.8908928778510856,1229339182935696
-239410,-239400,-0.0038741466607356985,0.15540637855062112,49076564557353
-239400,-239390,-0.0005376130738384672,0.021587227923504558,6813732100719
-239390,-239380,-0.15242351655864048,6.126512236032705,1932788558568993
-239380,-239360,-0.000160508032698107,0.006461145321606135,1018415114559
-239360,-239330,-0.06552993354242367,2.644466969199248,277536016940746
-239330,-239320,-0.007817853406295283,0.31612183009559347,99431206694930
-239320,-239310,-0.00020053757395214678,0.00811702706903106,2551808504150
-239310,-239300,-0.15289014410096075,6.194624707065455,1946475537867951
-239300,-239290,-1.5154368336898898,61.4621321420729,19302983319709333
-239290,-239250,-0.0012367439821631195,0.050284631389693316,3943203441053
-239250,-239240,-0.04139571542249378,1.687316446614775,528600623616613
-239240,-239200,-0.24909953127040538,10.178874018541075,796210628396030
-239200,-239190,-0.00833626639834336,0.34149480045273695,106716001657679
-239190,-239180,-0.14945109186856947,6.1283826712536795,1914142160486836
-239180,-239170,-0.1603847865024653,6.583308798900263,2055206209927910
-239170,-239160,-0.45943589417036695,18.877316237079125,5890257645682746
-239160,-239140,-0.46643217119958263,19.193546785125978,2992220281028479
-239140,-239130,-0.0018478907141618438,0.07615430000704722,23726684850137
-239130,-239120,-0.37352467397518263,15.40890279803967,4798408419208157
-239120,-239110,-0.002283434389250973,0.09429208311989869,29348343183390
-239110,-239100,-0.0011333528525379844,0.04684746633543697,14573951833942
-239100,-239090,-0.0011628172916237458,0.04811347442744999,14960317325967
-239090,-239080,-0.007464693461413,0.30917294965744896,96085629263208
-239080,-239070,-0.39484067164985026,16.369886417100698,5084935857288317
-239070,-239050,-0.054974977304407834,2.2826548669152205,354261821312466
-239050,-239040,-0.02654710616505585,1.1039357275424149,342398767534223
-239040,-239020,-0.0018270406306799276,0.0760897604869579,11791224466854
-239020,-239000,-0.09990876081684393,4.169175043559557,645429106546583
-239000,-238990,-0.002023573217626816,0.08457010874125388,26164932028855
-238990,-238970,-0.6679556079587299,27.957412592456535,4321594198391727
-238970,-238960,-0.00010760063619931126,0.004510405869231175,1393371542115
-238960,-238950,-0.0007788046742971056,0.03267861236195001,10090153729976
-238950,-238940,-1.1938189770396026,50.14271071766639,15474792993736056
-238940,-238930,-0.4807518753785219,20.212712087060765,6234828234336077
-238930,-238910,-0.02712924064351032,1.1423328076543666,176050328427051
-238910,-238890,-0.15291396320623343,6.451648558149418,993300419593991
-238890,-238880,-0.07385290185667755,3.120631809799982,960189058346752
-238880,-238870,-0.03445312463402092,1.4572627193489482,448161907419600
-238870,-238860,-0.025506770756749116,1.0799384179849207,331954790188118
-238860,-238850,-5.014754272629697e-07,2.1253352339047845e-05,6529655285
-238850,-238840,-0.010840234508031052,0.45988657853681864,141220066372531
-238840,-238830,-0.00010794680136919965,0.004584121380348205,1406969387477
-238830,-238820,-0.2801929778957008,11.910715473352836,3653837708756678
-238820,-238810,-0.0003786746986374653,0.0161131765081966,4940551508294
-238810,-238800,-0.01061971319430303,0.45233681605637677,138624204616605
-238800,-238790,-0.004166938994550192,0.17766446148836174,54420253193567
-238790,-238780,-0.008942893130382507,0.38167677609278433,116852657310689
-238780,-238770,-1.6049027775764575,68.56471826166991,20981011277042987
-238770,-238760,-0.004893016334496674,0.20924876597699008,63998749837314
-238760,-238750,-0.1760926248911696,7.538096275336026,2304374859761099
-238750,-238740,-0.06827273601303072,2.925513407928421,893874205663884
-238740,-238730,-0.7297506706248129,31.301385479562917,9559182142644942
-238730,-238720,-0.5302998934765449,22.769047905418716,6950001691997205
-238720,-238710,-0.15583158572391156,6.6975057286306345,2043318169553878
-238710,-238680,-5.000444496133538,215.34498403611488,21877722014782934
-238680,-238660,-0.024490840988534223,1.0573421121411792,160927887335708
-238660,-238650,-0.1387079610437911,5.9974222724312165,1824251503835172
-238650,-238640,-0.0006228564111247268,0.026957862395347063,8195744304234
-238640,-238630,-0.8467098408645815,36.683130706058115,11146851239362718
-238630,-238620,-0.009585297219125254,0.41569197703848954,126252596408080
-238620,-238610,-0.0018065908537728173,0.07842601328645273,23807384051114
-238610,-238600,-0.6767213592478117,29.406577946515352,8922342519033702
-238600,-238590,-0.4397640318063461,19.12883770949605,5801039853039074
-238590,-238580,-0.4404013029688513,19.17572288467535,5812351564114391
-238580,-238570,-0.006558915988555322,0.28587059833752304,86606898125225
-238570,-238560,-0.02714637221229562,1.1843593550106537,358632259269545
-238560,-238550,-0.0008450772791380477,0.03690646024870948,11169947048566
-238550,-238540,-0.0015832237636543573,0.06921218192462708,20936984195727
-238540,-238530,-0.09472280113171118,4.145043055636095,1253266682231256
-238530,-238520,-0.0179728590889131,0.787274084733643,237915790673086
-238520,-238510,-0.0007783545732045939,0.03412876245183216,10308624394893
-238510,-238500,-0.4284240467530445,18.804040199850856,5676938769057111
-238500,-238490,-0.010675631759266889,0.46903493314882055,141530842614713
-238490,-238480,-0.1330847371037792,5.852940759617924,1765236483202915
-238480,-238470,-26.309839316094067,1158.239430843827,349148335324379970
-238470,-238460,-1.0798832943797734,47.58731984728429,14337906342949567
-238460,-238450,-0.14801422725562088,6.529082523914634,1966208254329065
-238450,-238440,-2.5395841009188136e-05,0.0011213613107837164,337524877805
-238440,-238430,-0.00037207359715118657,0.01644546259358172,4947538456192
-238430,-238420,-2.83919441048385e-06,0.00012561648747402916,37772227201
-238420,-238410,-0.15383147309737655,6.812883862176876,2047574900408490
