tick,price_1_per_0,liquidityNet,L_active_after_tick
-236660,52.78380061220417,-3501888158263934,1443264793283298553
-236640,52.88946856284884,-15990895252822934,1427273898030475619
-236630,52.94238183802039,-248611584053902,1427025286446421717
-236620,52.99534805028442,-36602163075497939,1390423123370923778
-236600,53.10143949798666,-63177305365070,1390359946065558708
-236590,53.154564839505696,-978774573484404,1389381171492074304
-236570,53.260975023479865,-42251637281640,1389338919854792664
-236560,53.314259972334526,-2610894686154411,1386728025168638253
-236550,53.367598230122674,-3164177340813139,1383563847827825114
-236540,53.420989850177236,-127895198618915,1383435952629206199
-236530,53.47443488588448,-1633307355186885,1381802645274019314
-236520,53.52793339068411,-57871054340888,1381744774219678426
-236500,53.63509102158669,-503175254400855,1381241598965277571
-236490,53.68875025483657,-54555381805408,1381187043583472163
-236460,53.85005026978821,293660798409459,1381480704381881622
-236450,53.903924559043745,-2339017143878956,1379141687238002666
-236440,53.95785274683844,-271984454211252,1378869702783791414
-236430,54.011834887095084,-26963583050666668,1351906119733124746
-236420,54.06587103379043,-5270843843755052,1346635275889369694
-236410,54.11996124095522,-37508911285473,1346597766978084221
-236400,54.174105562674264,-1315778938925550,1345281988039158671
-236370,54.33686375681687,-663333011690280,1344618655027468391
-236360,54.39122507868394,-1959068441774141,1342659586585694250
-236340,54.500110934201295,-11593131565378376,1331066455020315874
-236310,54.663848563906335,-16993151499380585,1314073303520935289
-236300,54.7185370177629,-9832554906206181,1304240748614729108
-236280,54.8280781194244,-2920439537754446,1301320309076974662
-236270,54.882930876759495,-3556624688921981,1297763684388052681
-236260,54.93783851154224,-6284428913370,1297757399959139311
-236250,54.99280107867481,-54932797511131708,1242824602448007603
-236240,55.047818633114254,-2767160557850246,1240057441890157357
-236230,55.10289122987264,-413187507317778,1239644254382839579
-236220,55.158018924017064,-84902231936329,1239559352150903250
-236210,55.21320177066971,-1498290205174266,1238061061945728984
-236200,55.26843982500791,-1542196292213770,1236518865653515214
-236190,55.32373314226421,-2148483561735650,1234370382091779564
-236180,55.37908177772639,-141379990231656,1234229002101547908
-236160,55.4899452246962,-7540818887361,1234221461282660547
-236150,55.545460147056204,-13036491228810,1234208424791431737
-236140,55.60103060932694,-12708656763421345,1221499768028010392
-236130,55.65665666707333,-6562525561445,1221493205502448947
-236120,55.71233837591586,-590736082270481,1220902469420178466
-236110,55.76807579153069,-89515186388963,1220812954233789503
-236080,55.935622836606264,-2126937687607493,1218686016546182010
-236070,55.99158363718659,-1151296425598093,1217534720120583917
-236060,56.04760042375657,-18600681100812716,1198934039019771201
-236050,56.1036732523274,-2573862693719544,1196360176326051657
-236040,56.1598021789663,-1207412761252566,1195152763564799091
-236030,56.2159872597966,-1677104622817,1195151086460176274
-236020,56.27222855099775,-1648739694924012,1193502346765252262
-236000,56.384879989511596,-319968915591,1193502026796336671
-235990,56.441290249464465,-12385244944015158,1181116781852321513
-235980,56.49775694506868,-52307486663723535,1128809295188597978
-235970,56.55428013278529,-12021983860815294,1116787311327782684
-235950,56.66749621068239,-11603337008024781,1105183974319757903
-235940,56.72418921406764,-190740058085926,1104993234261671977
-235920,56.83774543314834,124254482214265405,1229247716475937382
-235910,56.89460876238865,-9083141395330455,1220164575080606927
-235900,56.951528980553526,-57277005313219468,1162887569767387459
-235890,57.008506144557494,-2370927712654135,1160516642054733324
-235870,57.1226315380256,-88584422891179,1160428057631842145
-235860,57.17977988160372,-389205714922305,1160038851916919840
-235850,57.23698539924904,-11373270854207370,1148665581062712470
-235840,57.29424814816135,-34261104637417,1148631319958075053
-235830,57.351568185597685,-22149231309615,1148609170726765438
-235820,57.408945568872355,-122855660806002,1148486315065959436
-235810,57.466380355357,-1120568568402060,1147365746497557376
-235800,57.523872602480694,-703410312633855,1146662336184923521
-235790,57.581422367729914,-10120452801805030,1136541883383118491
-235770,57.69669468283858,-1774507870615,1136540108875247876
-235760,57.75441734795884,-348670185541574,1136191438689706302
-235740,57.87003598191573,-1558613840147878,1134632824849558424
-235720,57.98588607294781,-45128892429726650,1089503932419831774
-235710,58.043898059629,-5164547699785224,1084339384720046550
-235700,58.101968084409236,-26031437014083806,1058307947705962744
-235680,58.21828248058181,-16327010385156669,1041980937320806075
-235670,58.27652696827692,-815773936750318,1041165163384055757
-235660,58.33482972667673,-124254482214265405,916910681169790352
-235650,58.39319081407819,-16802912828991,916893878256961361
-235640,58.45161028883653,-20251633839235160,896642244417726201
-235630,58.510088209365406,-108541083808392,896533703333917809
-235620,58.5686246341369,-11220157800531,896522483176117278
-235600,58.685873230588584,-1088520582943,896521394655534335
-235590,58.74458551950566,-676506156037598,895844888499496737
-235580,58.80335654713923,-109620242042938081,786224646456558656
-235570,58.86218637225445,-7826887180993697,778397759275564959
-235560,58.92107505367525,-632710520396967,777765048755167992
-235550,58.98002265028447,-21697208765874131,756067839989293861
-235540,59.03902922102378,-195360688727981,755872479300565880
-235530,59.09809482489386,-21526125564345,755850953175001535
-235520,59.15721952095444,-5519325100971928,750331628074029607
-235510,59.216403368324286,-780158842421524,749551469231608083
-235500,59.275646426181325,-488402191180997,749063067040427086
-235490,59.33494875376272,-37242622910562,749025824417516524
-235480,59.39431041036485,-363828691605210,748661995725911314
-235470,59.453731455343465,-32268245282616,748629727480628698
-235460,59.51321194811365,-1425554753294739,747204172727333959
-235450,59.57275194814996,-48863240370215,747155309486963744
-235420,59.75172958749409,-327303048433,747154982183915311
-235410,59.81150821253136,-13783145365480558,733371836818434753
-235400,59.871346643101205,-108404432999536,733263432385435217
-235390,59.93124493903611,-402634610832667,732860797774602550
-235380,59.991203160228366,-452100717030648742,280760080743953808
-235370,60.051221366630216,-24968236787046395,255791843956907413
-235360,60.111299618253874,-16308788189904096,239483055767003317
-235340,60.231636497515645,-934310513269800,238548745253733517
-235330,60.29189524547865,-2847778243276242,235700967010457275
-235310,60.41259365933254,-2772557769408172,232928409241049103
-235290,60.533533699478774,-996564548305941,231931844692743162
-235280,60.59409448053371,-1273468487660877,230658376205082285
-235260,60.715397867380915,-186702547357,230658189502534928
-235250,60.77614059446445,-521193644217972,230136995858316956
-235240,60.83694409161659,-1253478051679999,228883517806636957
-235230,60.89780841963476,-27500203873429595,201383313933207362
-235220,60.95873363937718,-246844089773561,201136469843433801
-235210,61.019719811763025,-4730309166398796,196406160677035005
-235170,61.264275248257476,-1353789967053582,195052370709981423
-235130,61.50981081644874,-2106922457414884,192945448252566539
-235120,61.571348314062526,-146791611639452,192798656640927087
-235110,61.63294737687318,-79436478168917,192719220162758170
-235080,61.818114572723616,-254199114909461,192465021047848709
-235060,61.94186832678936,-21342805991641787,171122215056206922
-235050,62.00383807639121,-31169266081831622,139952948974375300
-235040,62.06586982363649,-231971420934027,139720977553441273
-235030,62.12796363055075,-988754746603065,138732222806838208
-235020,62.190119559221586,-18099861803843,138714122945034365
-235010,62.252337671798735,-436682268578299,138277440676456066
-234990,62.37696069758173,-302470589502502,137974970086953564
-234980,62.43936573539816,-632559980035,137974337526973529
-234970,62.50183320634216,-292604309670063,137681733217303466
-234960,62.56436317287498,-526155259813,137681207062043653
-234950,62.62695569752031,-125601003369349,137555606058674304
-234930,62.752328671556235,-2086161517934,137553519897156370
-234910,62.87795262989189,-5479818562881003,132073701334275367
-234900,62.94085888514712,-156789879914349,131916911454361018
-234890,63.00382807497299,-1505336798226466,130411574656134552
-234860,63.193113881818306,-24016564711810,130387558091422742
-234830,63.382968370246445,-2391768642216,130385166322780526
-234810,63.509854806914134,-107967999260088,130277198323520438
-234790,63.6369952576841,-1062931035453040,129214267288067398
-234760,63.82818332292718,-701407894235402,128512859393831996
-234750,63.89204023659332,-143815436950,128512715578395046
-234710,64.1481073872912,-6737131903355,128505978446491691
-234690,64.27652555662974,-17532081148765,128488446365342926
-234680,64.3408310143374,-403146258635276,128085300106707650
-234670,64.40520080644792,-10,128085300106707640
-234650,64.53413365139549,-438208192668608,127647091914039032
-234640,64.59869683315247,-76835232063306,127570256681975726
-234630,64.66332460715239,-515774005563569,127054482676412157
-234610,64.79277419043096,-786882956176157,126267599720236000
-234590,64.92248291897793,-626068241644589,125641531478591411
-234580,64.98743462480628,-5414767761061528,120226763717529883
-234570,65.05245131157652,-1248154989372299,118978608728157584
-234560,65.11753304429884,-2633839163737244,116344769564420340
-234550,65.18267988804847,-11275468312913,116333494096107427
-234540,65.24789190796575,-449985723856,116333044110383571
-234530,65.31316916925618,-615742783417148,115717301326966423
-234500,65.50939305440036,-68556694694,115717232770271729
-234490,65.57493193454414,-36506855329608,115680725914942121
-234480,65.64053638306842,-801824943201364,114878900971740757
-234460,65.7719422477157,-565292670500,114878335679070257
-234450,65.83774379523143,-2482840139655092,112395495539415165
-234440,65.90361117391328,-56808054844413,112338687484570752
-234430,65.96954444962202,-248897848461118,112089789636109634
-234410,66.10160895589296,-49167062082585,112040622574027049
-234400,66.16774031850646,-20269011830627,112020353562196422
-234390,66.23393784224962,-1685297410829731,110335056151366691
-234380,66.30020159331335,-5432241172264,110329623910194427
-234370,66.3665316379548,-222019521487360,110107604388707067
-234350,66.49939087333081,-1432294172596,110106172094534471
-234340,66.56592019691135,-4086726477450,110102085368057021
-234330,66.63251607976166,-28368101924338,110073717266132683
-234320,66.69917858847094,-6036279652737,110067680986479946
-234310,66.76590778969508,-5459791102426,110062221195377520
-234300,66.83270375015658,-5617552920434,110056603642457086
-234270,67.03349285519238,-250950137521411,109805653504935675
-234250,67.16768728098982,-183297910336113,109622355594599562
-234230,67.30215035076134,-7212692957562,109615142901642000
-234210,67.43688260230559,-2551808504150,109612591093137850
-234200,67.5043498395989,-55335658709837,109557255434428013
-234190,67.57188457449787,-1232394124753,109556023040303260
-234180,67.63948687453046,-8899700608598698,100656322431704562
-234170,67.70715680729224,-240400224075613,100415922207628949
-234140,67.91057307892291,-9489353575723,100406432854053226
-234130,67.9785142199104,-10908671828203926,89497761025849300
-234080,68.31924086175496,-2958691871655965,86539069154193335
-234070,68.38759085447485,-334323085230136,86204746068963199
-234060,68.45600922795315,-3584727377441,86201161341585758
-234050,68.5244960506014,-71227887850043,86129933453735715
-234030,68.66167531739622,-264543004086,86129668910731629
-234010,68.7991292035217,-29348343183390,86100320567548239
-233990,68.93685825873855,-14960317325967,86085360250222272
-233980,69.00582614685739,-24087849217911,86061272401004361
-233970,69.07486303390814,-5038457256815633,81022815144188728
-233940,69.28238837929739,-3416000811591,81019399143377137
-233900,69.56005902058752,-91583879609698,80927815263767439
-233840,69.97865297149669,-1207621094626434,79720194169141005
-233830,70.04866312326091,-2729419060724950,76990775108416055
-233820,70.11874331668989,-21033024584727,76969742083831328
-233790,70.32940484804773,-174022841624846,76795719242206482
-233780,70.39976590956896,-1482813218124,76794236428988358
-233770,70.47019736382262,-362019279401862,76432217149586496
-233760,70.54069928123316,-5880013080771733,70552204068814763
-233730,70.75262851770735,-1406969387477,70550797099427286
-233700,70.96519446464417,-195308167532912,70355488931894374
-233680,71.10725976837765,-71491462689974,70283997469204400
-233670,71.17839903494728,-53405664988704,70230591804215696
-233640,71.39224414726736,-98911797149,70230492892418547
-233620,71.53516436224753,-1851645856759793,68378847035658754
-233560,71.9656439722557,-10099499023808,68368747536634946
-233530,72.18185424710157,-6768788190276,68361978748444670
-233520,72.25406859184642,-4823703342333,68357155045102337
-233500,72.39871409416507,-7039519741734187,61317635303368150
-233490,72.47114539636993,-3280880712625157,58036754590742993
-233470,72.61622546499115,-1704666188896,58035049924554097
-233460,72.68887437647307,-11177058598741,58023872865955356
-233450,72.7615959695672,-12275129536291,58011597736419065
-233440,72.83439031698785,-1403922158683871,56607675577735194
-233420,72.98019756602991,-160995863770916,56446679713964278
-233410,73.05321061344401,-7583091668265,56439096622296013
-233400,73.12629670677013,-5668215727656,56433428406568357
-233390,73.1994559190871,-2045599656833,56431382806911524
-233360,73.4193730018681,-5861036903571,56425521770007953
-233350,73.49282542239966,-1132941452224499,55292580317783454
-233340,73.56635132841419,-4947538456192,55287632779327262
-233280,74.00905408183505,-3942204631523,55283690574695739
-233250,74.23140348414546,-280016586276660,55003673988419079
-233190,74.67810834471443,-785580273930767,54218093714488312
-233150,74.97740400584102,-8526238336960709,45691855377527603
-233040,75.80666657027645,-1465157271535641,44226698105991962
-233020,75.9584240225398,-9924428881879,44216773677110083
-232960,76.4155216337856,-5127336848781546,39089436828328537
-232650,78.82138067208611,-133662660123386,38955774168205151
-232500,80.01255328584625,-5815070096455544,33140704071749607
-232380,80.97843935818604,-93073968860554,33047630102889053
-232290,81.71049803298014,-36971603696595,33010658499192458
-232250,82.0379781750437,-23087614737266,32987570884455192
-232220,82.28444930807301,-32273754930884,32955297129524308
-232210,82.36677079525911,-1549471265027,32953747658259281
-232160,82.77961525846497,-291200028411595,32662547629847686
-231960,84.45178996738257,-40963846369071,32621583783478615
-231940,84.62085410203422,-918781329,32621582864697286
-231850,85.38584081707664,-90481344534585,32531101520162701
-231780,85.9856084527121,-13867177753900,32517234342408801
-231550,87.98609483494633,-4720156056367514,27797078286041287
-231330,89.94313963393753,-17686745987937,27779391540053350
-231320,90.03312325877936,-2451048691340219,25328342848713131
-231250,90.66553435819661,-11791224466854,25316551624246277
-230400,98.70869513221749,-1511675191804,25315039949054473
-230270,100.00022031945092,-17790520477788640,7524519471265833
-230210,100.6019950721566,-6597732727902,7517921738537931
-229320,109.96560548579771,-498356241112865,7019565497425066
-227500,131.91510082649793,-2809655422168,7016755842002898
-226830,141.0557483106715,-2165381684842,7014590460318056
-226350,147.99119673676853,-599260523967649,6415329936350407
-225720,157.61410004251724,-2527196709206,6412802739641201
-223340,199.96407821470046,-555982003824289,5856820735816912
-223330,200.16413230075023,-524456239365512,5332364496451400
-221160,248.6700313187371,-1181878206040391,4150486290411009
-218200,334.3244882973278,-1277629655017,4149208660755992
138160,9.997987083459681e+17,-1117260990348,4148091399765644
887270,3.401887456820396e+50,-4148091399765644,0
