tick_L,tick_U,price_L,price_U,L_active
-242250,-242230,30.18159450727964,30.242015075745403,100347830706725996
-242230,-242210,30.242015075745403,30.302556600216086,100347830707909987
-242210,-242200,30.302556600216086,30.33287279660371,100442925146283970
-242200,-242190,30.33287279660371,30.363219322833647,183251915397819470
-242190,-242180,30.363219322833647,30.393596209249402,183603541213300651
-242180,-242170,30.393596209249402,30.42400348622481,183729142216670000
-242170,-242150,30.42400348622481,30.484909333501985,183779195101950942
-242150,-242100,30.484909333501985,30.637707918515755,186554126071701353
-242100,-242080,30.637707918515755,30.699041580939657,186623500535213763
-242080,-242010,30.699041580939657,30.914677937144425,186667698309001028
-242010,-242000,30.914677937144425,30.945606530397054,186748361748377567
-242000,-241980,30.945606530397054,31.007556575403232,186775770384893340
-241980,-241940,31.007556575403232,31.131828967284363,187493371214815350
-241940,-241930,31.131828967284363,31.162974809311148,187508711172866151
-241930,-241910,31.162974809311148,31.2253600041228,188294291446796918
-241910,-241890,31.2253600041228,31.28787008792709,190996141770099078
-241890,-241880,31.28787008792709,31.319172041311752,190999552271914754
-241880,-241860,31.319172041311752,31.381869927540283,191239304784821725
-241860,-241830,31.381869927540283,31.476152175953516,191271059724958591
-241830,-241820,31.476152175953516,31.507642496175745,198374153738595438
-241820,-241750,31.507642496175745,31.728958630836328,198408283155761342
-241750,-241740,31.728958630836328,31.760701871306683,198869498178443837
-241740,-241730,31.760701871306683,31.792476869305776,210122900633951875
-241730,-241670,31.792476869305776,31.98379554685279,210814359634088278
-241670,-241660,31.98379554685279,32.01579373894636,210868959394499615
-241660,-241650,32.01579373894636,32.04782394363505,214112532994548818
-241650,-241640,32.04782394363505,32.07988619294587,214240428193167733
-241640,-241630,32.07988619294587,32.11198051893786,221599420076746018
-241630,-241610,32.11198051893786,32.176265529361935,221620163945169534
-241610,-241600,32.176265529361935,32.20845627807261,221692863340823296
-241600,-241570,32.20845627807261,32.30522188454627,223765047350178221
-241570,-241560,32.30522188454627,32.33754164765797,225359521670335689
-241560,-241540,32.33754164765797,32.40227820916287,225408622484053238
-241540,-241530,32.40227820916287,32.43469507228618,232826571857524406
-241530,-241520,32.43469507228618,32.46714436686409,232827621620205853
-241520,-241470,32.46714436686409,32.62987844832133,232865130531491326
-241470,-241450,32.62987844832133,32.695200239200894,232880162047393750
-241450,-241430,32.695200239200894,32.76065279784812,240093857845837305
-241430,-241420,32.76065279784812,32.79342819687169,240103656793556288
-241420,-241380,32.79342819687169,32.924858022698075,244412275882327055
-241380,-241370,32.924858022698075,32.957797700858556,247968900571249036
-241370,-241360,32.957797700858556,32.990770333524004,251760604071821588
-241360,-241350,32.990770333524004,33.02377595366376,319223370241637875
-241350,-241340,33.02377595366376,33.05681459428015,338856129909501291
-241340,-241330,33.05681459428015,33.08988628840851,338857390538727424
-241330,-241320,33.08988628840851,33.12299106911722,338951761975185191
-241320,-241310,33.12299106911722,33.15612896950777,338966463038107809
-241310,-241300,33.15612896950777,33.18930002271474,339001133496816588
-241300,-241290,33.18930002271474,33.222504261905875,339003473604944169
-241290,-241260,33.222504261905875,33.322316427559585,339636735545737311
-241260,-241250,33.322316427559585,33.3556537430289,340436388392970089
-241250,-241240,33.3556537430289,33.389024410819495,353145045156391434
-241240,-241230,33.389024410819495,33.42242846429868,353180087618872168
-241230,-241190,33.42242846429868,33.55637920361715,353217113368298328
-241190,-241180,33.55637920361715,33.58995068721887,354415385227605343
-241180,-241170,33.58995068721887,33.62355575741539,354555687443436435
-241170,-241160,33.62355575741539,33.65719444780843,355774157931663387
-241160,-241140,33.65719444780843,33.724572823759004,360891784680735020
-241140,-241130,33.724572823759004,33.75831257668818,361159825422954980
-241130,-241110,33.75831257668818,33.82589338113629,362810851740068212
-241110,-241100,33.82589338113629,33.85973450022926,363091842998372026
-241100,-241080,33.85973450022926,33.92751834134177,377216477050324635
-241080,-241070,33.92751834134177,33.96146113113837,377694122373235637
-241070,-241060,33.96146113113837,33.995437879003106,388757685102859387
-241060,-241050,33.995437879003106,34.02944861890932,427791221242016100
-241050,-241020,34.02944861890932,34.13168513112039,431797286332465402
-241020,-241010,34.13168513112039,34.16583217960634,431819459463651150
-241010,-241000,34.16583217960634,34.20001339051104,432140033064118632
-241000,-240990,34.20001339051104,34.23422879801229,437495185487140106
-240990,-240970,34.23422879801229,34.302762339686645,437849272799443552
-240970,-240960,34.302762339686645,34.337080542386424,437966321088745505
-240960,-240940,34.337080542386424,34.40581998308514,438069769834082677
-240940,-240930,34.40581998308514,34.44024128981663,465150591072657695
-240930,-240920,34.44024128981663,34.474697033348576,472214857026823573
-240920,-240910,34.474697033348576,34.50918724813327,472333053158225687
-240910,-240900,34.50918724813327,34.5437119686575,478770415401695914
-240900,-240890,34.5437119686575,34.5782712294425,478778611474182771
-240890,-240880,34.5782712294425,34.61286506504412,478779716656670496
-240880,-240870,34.61286506504412,34.647493510052705,488061232456237546
-240870,-240850,34.647493510052705,34.71685436682541,488063465861414101
-240850,-240840,34.71685436682541,34.75158684794344,488734599541149320
-240840,-240830,34.75158684794344,34.786354077176384,489622469165998854
-240830,-240820,34.786354077176384,34.82115608928799,490996588386819363
-240820,-240810,34.82115608928799,34.85599291907678,497120711162411013
-240810,-240800,34.85599291907678,34.890864601376116,497927909981725819
-240800,-240790,34.890864601376116,34.925771171054194,498488804984402660
-240790,-240780,34.925771171054194,34.9607126630141,498489795655027894
-240780,-240770,34.9607126630141,34.99568911219383,498719497323899860
-240770,-240760,34.99568911219383,35.03070055356634,528002786804857176
-240760,-240750,35.03070055356634,35.06574702213957,530056342636102229
-240750,-240730,35.06574702213957,35.13594518109513,533745230008295621
-240730,-240710,35.13594518109513,35.20628386982516,533864991249904544
-240710,-240700,35.20628386982516,35.24150600074822,534170702810910984
-240700,-240690,35.24150600074822,35.276763369656386,534686559985126563
-240690,-240680,35.276763369656386,35.3120560118035,644306802028064644
-240680,-240670,35.3120560118035,35.347383962478695,644450391344320359
-240670,-240660,35.347383962478695,35.382747257006386,645465260888770692
-240660,-240650,35.382747257006386,35.41814593074633,657117929629679289
-240650,-240640,35.41814593074633,35.45358001909366,657951651230994806
-240640,-240630,35.45358001909366,35.48904955747893,658079574733722474
-240630,-240620,35.48904955747893,35.524554581368136,662953537625341303
-240620,-240610,35.524554581368136,35.56009512626276,663056032340228430
-240610,-240600,35.56009512626276,35.595671227699775,663680063066640139
-240600,-240590,35.595671227699775,35.63128292125175,663717305689550701
-240590,-240580,35.63128292125175,35.66693024252682,664894318620596736
-240580,-240570,35.66693024252682,35.70261322716873,665450813929566775
-240570,-240560,35.70261322716873,35.738331910856914,666349897877774031
-240560,-240530,35.738331910856914,35.845702513528906,666398761118144246
-240530,-240520,35.845702513528906,35.8815643509108,667178040613037966
-240520,-240510,35.8815643509108,35.9174620662722,668146252886064479
-240510,-240500,35.9174620662722,35.953395695507254,668495206884751711
-240500,-240490,35.953395695507254,35.98936527454598,669515841310362007
-240490,-240480,35.98936527454598,36.02537083935438,670367702535209758
-240480,-240460,36.02537083935438,36.097490070324056,671503766138427186
-240460,-240450,36.097490070324056,36.133603808597364,671859799749788460
-240450,-240440,36.133603808597364,36.16975367686446,671881245258309663
-240440,-240430,36.16975367686446,36.205939711271604,675670283750498999
-240430,-240420,36.205939711271604,36.24216194800122,675828953501693396
-240420,-240410,36.24216194800122,36.27842042327192,676007258601252414
-240410,-240400,36.27842042327192,36.31471517333854,676230697137613245
-240400,-240370,36.31471517333854,36.42381743540687,679928174990399216
-240370,-240360,36.42381743540687,36.46025764793174,679928361692946573
-240360,-240340,36.46025764793174,36.53324747929949,680449555337164545
-240340,-240310,36.53324747929949,36.643006289789064,680456613910549239
-240310,-240300,36.643006289789064,36.67966578982961,682011463232433124
-240300,-240290,36.67966578982961,36.71636196587137,682166947622324667
-240290,-240270,36.71636196587137,36.78986449276529,683544609310465409
-240270,-240240,36.78986449276529,36.90039427162184,683602247477419826
-240240,-240230,36.90039427162184,36.9373112754997,684926666691948234
-240230,-240220,36.9373112754997,36.974265212998525,685023220839631421
-240220,-240210,36.974265212998525,37.011256121068556,695083582081407080
-240210,-240200,37.011256121068556,37.048284036697005,696257379399579393
-240200,-240190,37.048284036697005,37.08534899690808,696364096320018401
-240190,-240180,37.08534899690808,37.12245103876305,696619799359387175
-240180,-240170,37.12245103876305,37.15959019936026,696693408800440361
-240170,-240160,37.15959019936026,37.19676651583514,696696876772482772
-240160,-240150,37.19676651583514,37.23398002536029,696989342479322440
-240150,-240140,37.23398002536029,37.27123076514552,697507618272099434
-240140,-240130,37.27123076514552,37.308518772437836,697523935412454634
-240130,-240120,37.308518772437836,37.345844084521524,697522700244608478
-240120,-240100,37.345844084521524,37.420606772386684,697651788076503011
-240100,-240090,37.420606772386684,37.45804422292337,697661033080418382
-240090,-240080,37.45804422292337,37.49551912776194,697684309037458182
-240080,-240070,37.49551912776194,37.533031524373555,697976913347128245
-240070,-240060,37.533031524373555,37.570581450266864,709935091939388947
-240060,-240050,37.570581450266864,37.60816894298804,723823988276340871
-240050,-240030,37.60816894298804,37.68345677928654,724766836779870848
-240030,-240020,37.68345677928654,37.72115719814418,724816353587999236
-240020,-240000,37.72115719814418,37.79667122575953,730208734514690333
-240000,-239990,37.79667122575953,37.83448491002374,759567630134376189
-239990,-239970,37.83448491002374,37.91022580851475,759701292794499575
-239970,-239960,37.91022580851475,37.9481530984749,759748674359854997
-239960,-239950,37.9481530984749,37.98611833279684,759749211744649633
-239950,-239940,37.98611833279684,38.024121549442015,772245377801999060
-239940,-239930,38.024121549442015,38.06216278640984,759359417975813532
-239930,-239910,38.06216278640984,38.13835947350126,759413838229007099
-239910,-239890,38.13835947350126,38.21470869882747,759443754263220068
-239890,-239880,38.21470869882747,38.25294060873177,768845412080888320
-239880,-239870,38.25294060873177,38.29121076775493,775058539958438143
-239870,-239860,38.29121076775493,38.32951921416328,775773865180663672
-239860,-239840,38.32951921416328,38.406251122392334,775774008996100622
-239840,-239820,38.406251122392334,38.48313664031598,776141088171917000
-239820,-239780,38.48313664031598,38.637369735908365,780279888419394027
-239780,-239760,38.637369735908365,38.714717930447996,780601982110527169
-239760,-239740,38.714717930447996,38.7922209684265,780692808655004787
-239740,-239720,38.7922209684265,38.86987915982511,783464505243799582
-239720,-239700,38.86987915982511,38.94769281524565,784134144019334547
-239700,-239690,38.94769281524565,38.9866580391972,784867346341250041
-239690,-239680,38.9866580391972,39.02566224591173,787588943435738933
-239680,-239660,39.02566224591173,39.103787763669985,788938060772264474
-239660,-239650,39.103787763669985,39.14290915283142,789177300478207285
-239650,-239640,39.14290915283142,39.18206968099133,808944670446494651
-239640,-239620,39.18206968099133,39.260508310972256,809105910335901422
-239620,-239610,39.260508310972256,39.29978649122405,809143942242289245
-239610,-239600,39.29978649122405,39.33910396733599,810119510316784929
-239600,-239590,39.33910396733599,39.37846077862162,810240300005865561
-239590,-239570,39.37846077862162,39.45729256416487,814933916946418356
-239570,-239560,39.45729256416487,39.496767617246384,814934457847469256
-239560,-239550,39.496767617246384,39.536282163149494,815644266438603963
-239550,-239540,39.536282163149494,39.5758362413848,815701074493448376
-239540,-239530,39.5758362413848,39.61542989150242,815706181431032462
-239530,-239510,39.61542989150242,39.694736065783,817101313881714303
-239510,-239500,39.694736065783,39.73444866924421,817295328305267123
-239500,-239490,39.73444866924421,39.77420100318432,817731787681229335
-239490,-239480,39.77420100318432,39.813993107351685,819806382848564246
-239480,-239470,39.813993107351685,39.853825021534455,876762814561316232
-239470,-239460,39.853825021534455,39.89369678556054,891602586203899459
-239460,-239450,39.89369678556054,39.93360843929773,891604729442061655
-239450,-239440,39.93360843929773,39.97356002265369,891608816168539105
-239440,-239430,39.97356002265369,40.01355157557602,892037960314534228
-239430,-239420,40.01355157557602,40.05358313805226,923500810552032993
-239420,-239410,40.05358313805226,40.09365475010999,924654085922193043
-239410,-239400,40.09365475010999,40.13376645181682,924703162486750396
-239400,-239390,40.13376645181682,40.17391828328043,924709976218851115
-239390,-239380,40.17391828328043,40.21411028464865,926642764777420108
-239380,-239360,40.21411028464865,40.29461495789105,926643783192534667
-239360,-239330,40.29461495789105,40.4156742480464,926921319209475413
-239330,-239320,40.4156742480464,40.456108114198585,927020750416170343
-239320,-239310,40.456108114198585,40.496582432417014,927023302224674493
-239310,-239300,40.496582432417014,40.53709724317196,928969777762542444
-239300,-239290,40.53709724317196,40.57765258697419,947569177504672705
-239290,-239250,40.57765258697419,40.74028010429056,947573120708113758
-239250,-239240,40.74028010429056,40.781038722410585,948101721331730371
-239240,-239200,40.781038722410585,40.94448137269187,948897931960126401
-239200,-239190,40.94448137269187,40.98544428399538,948791215958468722
-239190,-239180,40.98544428399538,41.02644817664841,953114729132453880
-239180,-239170,41.02644817664841,41.06749309165077,955169935342381790
-239170,-239160,41.06749309165077,41.10857907004326,961060192988064536
-239160,-239140,41.10857907004326,41.19087438136728,964890442411229885
-239140,-239130,41.19087438136728,41.23208379658589,964914169096080022
-239130,-239120,41.23208379658589,41.27333443976889,968615366146941767
-239120,-239110,41.27333443976889,41.31462635216282,968644714490125157
-239110,-239100,41.31462635216282,41.35595957505546,968659288441959099
-239100,-239090,41.35595957505546,41.3973341497759,968674248759285066
-239090,-239080,41.3973341497759,41.43875011769459,968770334388548274
-239080,-239070,41.43875011769459,41.48020752022335,973855270245836591
-239070,-239050,41.48020752022335,41.56324679496562,974209532067149057
-239050,-239040,41.56324679496562,41.604828750210096,1103070751790573780
-239040,-239020,41.604828750210096,41.688117504334805,1103082543015040634
-239020,-239000,41.688117504334805,41.77157299431138,1103727972121587217
-239000,-238990,41.77157299431138,41.813363369527,1103754137053616072
-238990,-238970,41.813363369527,41.89706958934395,1108075731252007799
-238970,-238960,41.89706958934395,41.93898551764313,1108074337880465684
-238960,-238950,41.93898551764313,41.98094338073781,1108084428034195660
-238950,-238940,41.98094338073781,42.02294322058166,1124007115644555227
-238940,-238930,42.02294322058166,42.06498507917033,1130241943878891304
-238930,-238920,42.06498507917033,42.10706899854146,1130417994207318355
-238920,-238910,42.10706899854146,42.149195020774776,1131372527291186155
-238910,-238890,42.149195020774776,42.23357354235736,1132396956135573387
-238890,-238880,42.23357354235736,42.27582612607672,1133764179107357702
-238880,-238870,42.27582612607672,42.31812098139854,1134212341014777302
-238870,-238860,42.31812098139854,42.36045815061344,1133880386224589184
-238860,-238850,42.36045815061344,42.40283767605437,1133880379694933899
-238850,-238840,42.40283767605437,42.445259600096605,1134021599761306430
-238840,-238830,42.445259600096605,42.487723965157834,1134023006730693907
-238830,-238820,42.487723965157834,42.530230813698196,1137676844439450585
-238820,-238810,42.530230813698196,42.57278018822027,1137681784990958879
-238810,-238800,42.57278018822027,42.615372131269204,1137584016932771256
-238800,-238790,42.615372131269204,42.65800668543267,1137529596679577689
-238790,-238780,42.65800668543267,42.70068389334095,1137646449336888378
-238780,-238770,42.70068389334095,42.74340379766702,1158627460613931365
-238770,-238760,42.74340379766702,42.786166441126504,1158563461864094051
-238760,-238750,42.786166441126504,42.82897186647776,1160867836723855150
-238750,-238740,42.82897186647776,42.871820116521945,1161761710929519034
-238740,-238730,42.871820116521945,42.91471123410304,1171320893072163976
-238730,-238720,42.91471123410304,42.95764526210786,1178568040093499779
-238720,-238710,42.95764526210786,43.00062224346615,1180611358263053657
-238710,-238680,43.00062224346615,43.12981133760372,1274679382672235384
-238680,-238660,43.12981133760372,43.21615295610935,1274840310559571092
-238660,-238650,43.21615295610935,43.259388561521135,1276663140175427064
-238650,-238640,43.259388561521135,43.30266742199954,1276671335919731298
-238640,-238630,43.30266742199954,43.3459895808191,1287818187159094016
-238630,-238620,43.3459895808191,43.38935508129765,1287701581969370602
-238620,-238610,43.38935508129765,43.432763966796365,1287679070007656772
-238610,-238600,43.432763966796365,43.47621628071979,1296601412526690474
-238600,-238590,43.47621628071979,43.519712066515886,1302402452379729548
-238590,-238580,43.519712066515886,43.56325136767611,1308214803943843939
-238580,-238570,43.56325136767611,43.6068342277354,1308301410841969164
-238570,-238560,43.6068342277354,43.65046069027227,1308660043101238709
-238560,-238550,43.65046069027227,43.694130798908816,1308671213048287275
-238550,-238540,43.694130798908816,43.7378445973108,1308692150032483002
-238540,-238530,43.7378445973108,43.78160212918763,1309945416714714258
-238530,-238520,43.78160212918763,43.82540343829248,1310174901948760110
-238520,-238510,43.82540343829248,43.869248568422286,1310179759507701747
-238510,-238500,43.869248568422286,43.91313756341779,1315856698276758858
-238500,-238490,43.91313756341779,43.957070467163604,1315719258633457811
-238490,-238480,43.957070467163604,44.001047323588246,1317382287067946156
-238480,-238470,44.001047323588246,44.045068176664174,1665537222390424355
-238470,-238460,44.045068176664174,44.08913307040785,1679280368545407116
-238460,-238450,44.08913307040785,44.13324204887975,1680918353799365569
-238450,-238440,44.13324204887975,44.17739515618447,1680918016274487764
-238440,-238430,44.17739515618447,44.22159243647068,1680922963812943956
-238430,-238420,44.22159243647068,44.26583393393127,1680922926040716755
-238420,-238410,44.26583393393127,44.31011969280329,1682968701566233441
-238410,-238390,44.31011969280329,44.39882417195132,1711279630078800998
-238390,-238380,44.39882417195132,44.44324298092293,1711671295544151113
-238380,-238370,44.44324298092293,44.48770622869731,1713649444327891056
-238370,-238300,44.48770622869731,44.80019698974507,1718255529819715555
-238300,-238290,44.80019698974507,44.845017352200415,1720888081502495888
-238290,-238280,44.845017352200415,44.88988255519276,1723299882006362561
-238280,-238270,44.88988255519276,44.93479264358283,1723565720387614703
-238270,-238260,44.93479264358283,44.97974766227622,1750893113194663850
-238260,-238250,44.97974766227622,45.024747656223454,1786855941699199022
-238250,-238240,45.024747656223454,45.069792670420036,1975455525807233418
-238240,-238230,45.069792670420036,45.11488274990647,1975444482411998831
-238230,-238220,45.11488274990647,45.16001793976834,1975475082191618905
-238220,-238210,45.16001793976834,45.205198285136326,1975475055250671593
-238210,-238190,45.205198285136326,45.29569462313917,1975490847926909168
-238190,-238170,45.29569462313917,45.38637212586426,1982954868959823310
-238170,-238160,45.38637212586426,45.4317789273049,1993313599155655930
-238160,-238150,45.4317789273049,45.477231155985486,1993605234395818846
-238150,-238130,45.477231155985486,45.56827207690272,2043685843124766886
-238130,-238120,45.56827207690272,45.61386086017121,2070806530377956153
-238120,-238100,45.61386086017121,45.70517530024908,2090812670739386338
-238100,-238090,45.70517530024908,45.750901048363794,2090393759991323208
-238090,-238080,45.750901048363794,45.79667254280869,2091774398311679634
-238080,-238070,45.79667254280869,45.842489829350704,2097394018685741926
-238070,-238060,45.842489829350704,45.88835295380253,2098199529725682886
-238060,-238050,45.88835295380253,45.934261962022724,2098199527468712237
-238050,-238040,45.934261962022724,45.9802168999157,2098120987540933721
-238040,-238030,45.9802168999157,46.02621781343181,2139154765183848910
-238030,-238020,46.02621781343181,46.07226474856737,2139256829639069852
-238020,-238000,46.07226474856737,46.16449686791222,2138803219534605961
-238000,-237990,46.16449686791222,46.21068214434443,2138709707370021911
-237990,-237980,46.21068214434443,46.256913626841985,2137999628718153967
-237980,-237970,46.256913626841985,46.303191361631754,2137465280692322138
-237970,-237960,46.303191361631754,46.34951539498685,2137455415313298444
-237960,-237950,46.34951539498685,46.395885773226674,2140089254477035688
-237950,-237930,46.395885773226674,46.488765749869884,2152591205831452726
-237930,-237910,46.488765749869884,46.58183166304426,2025434727227195510
-237910,-237890,46.58183166304426,46.67508388497637,2025056216514767863
-237890,-237870,46.67508388497637,46.76852278863791,2049347645186694884
-237870,-237860,46.76852278863791,46.815312362875,2051208327714355742
-237860,-237840,46.815312362875,46.909031990086376,2051230019035359639
-237840,-237830,46.909031990086376,46.95596213677092,2088368312195434241
-237830,-237820,46.95596213677092,47.00293923472635,2084714474486677563
-237820,-237810,47.00293923472635,47.04996333092507,2074912790349401873
-237810,-237790,47.04996333092507,47.14415270617699,2074792915186369379
-237790,-237780,47.14415270617699,47.19131807941017,2074711645217078875
-237780,-237770,47.19131807941017,47.23853063924666,2078178364277706682
